caso	AAGE	ACLSWKR_C	ADTIND_C	ADTOCC_C	AHGA_C	AHRSPAY	AHSCOL_C	AMARITL_C	AMJIND_C	AMJOCC_C	ARACE_C	AREORGN_C	ASEX_C	AUNMEM_C	AUNTYPE_C	AWKSTAT_C	CAPGAIN	CAPLOSS	DIVVAL	FILESTAT_C	GRINREG_C	GRINST_C	HHDFMX_C	HHDREL_C	MIGMTR1_C	MIGMTR3_C	MIGMTR4_C	MIGSAME_C	MIGSUN_C	NOEMP	PARENT_C	PEFNTVTY_C	PEMNTVTY_C	PENATVTY_C	PRCITSHP_C	SEOTR_C	VETQVA_C	VETYN_C	WKSWORK	Clase
216231	33	1	2	6	13	0	3	3	3	1	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
216232	24	4	5	3	13	640	3	6	3	6	5	1	F	0	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	30	0
216292	31	7	2	1	10	0	3	3	4	3	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	1	9	2	52	0
216295	54	5	3	2	9	0	3	6	5	8	5	1	M	9	6	2	4787	0	100	6	6	0	2	5	1	1	1	9	8	1	9	1	1	1	2	1	9	2	52	1
216302	7	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
216314	79	9	4	5	7	0	3	7	7	15	5	1	F	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
216330	43	2	1	2	1	0	3	3	1	8	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
216361	27	4	2	4	10	0	3	5	2	1	5	1	F	9	4	1	0	0	0	1	3	1	1	5	4	6	5	0	0	4	9	2	2	2	5	0	9	2	4	0
216364	36	2	1	4	17	0	3	3	2	1	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
216386	70	9	4	5	17	0	3	3	7	15	3	1	M	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	2	1	0	0
216389	42	5	3	1	10	0	3	3	6	3	3	1	F	9	6	1	0	0	0	3	4	1	3	8	4	5	6	0	1	6	9	2	2	2	5	0	9	2	52	0
216401	9	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
216429	76	9	4	5	13	0	3	5	7	15	3	1	F	9	6	3	0	0	0	5	6	0	9	7	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
216433	32	4	5	3	13	0	3	3	3	6	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
216440	83	9	4	5	6	0	3	3	7	15	5	1	M	9	6	3	0	0	0	5	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
216444	7	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
216493	18	9	4	5	13	0	2	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	1	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
216507	66	4	3	4	10	0	3	7	6	7	5	1	M	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
216513	42	6	3	2	3	0	3	3	5	8	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
216518	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	6	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
216547	33	2	2	6	17	0	3	3	3	1	5	3	F	0	6	2	0	0	50	3	6	0	3	8	1	1	1	9	8	1	9	4	2	2	5	1	9	2	52	0
216549	7	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
216556	20	4	2	3	13	0	3	5	3	6	5	1	F	9	6	1	0	0	0	6	6	0	9	7	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
216568	12	9	4	5	11	0	3	5	7	15	5	6	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	4	4	2	5	0	9	0	0	0
216595	8	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
216600	36	6	3	2	10	0	3	1	5	8	5	1	M	9	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	40	0
216618	56	4	5	2	6	0	3	3	2	8	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	5	9	2	2	2	5	0	9	2	52	0
216634	52	4	3	2	13	0	3	3	5	8	5	1	M	9	6	2	15024	0	0	3	6	0	1	5	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	1
216642	9	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
216650	41	6	3	2	13	0	3	3	5	4	5	1	M	9	6	1	7688	0	0	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
216695	39	4	2	3	13	0	3	3	3	14	3	1	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	2	9	4	4	4	2	0	9	2	52	0
216701	59	4	1	1	15	0	3	1	1	3	5	1	F	9	6	1	0	0	24	6	6	0	2	5	6	7	8	1	9	4	9	2	2	2	5	1	9	2	52	1
216704	20	4	2	2	17	0	1	5	4	10	5	6	F	9	6	1	0	0	0	5	5	1	2	5	4	3	3	0	1	6	9	2	2	2	5	0	9	2	16	0
216720	27	4	1	6	16	0	3	5	1	10	5	1	F	0	6	1	0	0	0	6	6	0	9	7	6	7	8	1	9	1	9	2	2	2	5	2	9	2	46	0
216745	54	5	2	1	10	0	3	3	4	3	5	1	M	9	6	1	7298	0	4	3	6	0	1	5	6	7	8	1	9	3	9	2	2	2	5	2	9	2	52	0
216750	39	6	2	1	10	0	3	3	2	12	5	1	M	9	6	1	0	0	0	3	4	1	1	5	5	3	3	0	1	1	9	2	2	2	5	0	9	2	52	0
216778	6	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	3	2	2	5	0	9	0	0	0
216790	73	9	4	5	13	0	3	7	7	15	5	1	F	9	6	1	0	0	5417	6	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
216806	38	9	4	5	4	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
216808	38	4	3	3	10	0	3	3	6	12	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	2	9	2	52	1
216809	36	7	2	2	15	0	3	3	4	10	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
216813	25	4	3	1	13	0	3	5	6	3	5	1	M	9	6	1	0	0	0	6	6	0	9	7	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
216879	13	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
216880	13	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
216881	34	2	3	2	10	1300	3	3	7	10	5	1	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	5	9	2	2	2	5	0	9	2	40	0
216904	24	4	1	1	10	0	3	5	1	3	5	1	F	9	6	1	0	0	0	6	1	1	2	5	2	2	2	0	0	2	9	2	2	2	5	0	9	2	12	0
216952	17	9	4	5	13	0	2	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	4	2	2	2	5	0	9	2	0	0
216954	74	9	4	5	13	0	3	7	7	15	5	1	F	9	6	1	0	0	0	6	6	0	9	7	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
216962	35	9	4	5	13	0	3	1	7	15	5	1	F	9	6	3	0	0	0	5	6	0	9	6	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
216976	28	9	4	5	7	0	3	6	7	15	5	6	F	9	6	3	0	0	0	5	6	0	9	7	1	1	1	9	8	0	9	4	4	4	1	0	9	2	0	0
216989	20	4	5	3	17	0	3	5	2	6	5	1	M	9	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	6	9	1	2	2	5	2	9	2	32	0
216992	2	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
217026	25	4	3	3	17	0	3	5	6	12	5	1	F	9	6	2	0	0	100	6	6	0	9	1	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217042	42	6	3	1	17	0	3	3	6	12	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	1	9	2	52	0
217047	1	9	4	5	11	0	3	5	7	15	5	6	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	2	5	0	9	0	0	0
217100	6	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
217101	27	4	3	1	13	0	3	6	6	12	5	1	F	9	6	2	0	0	150	1	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
217104	4	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
217120	73	9	4	5	13	0	3	7	7	15	5	8	F	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
217125	39	1	2	6	13	0	3	3	3	1	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	2	9	2	52	0
217148	39	4	5	1	10	0	3	3	2	10	5	1	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217178	40	4	1	3	13	0	3	3	2	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217213	39	4	2	6	10	0	3	3	2	10	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
217239	2	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	7	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
217240	51	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
217256	72	9	4	5	13	0	3	7	7	15	5	1	M	9	6	3	0	0	30000	6	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	1
217296	33	4	5	4	3	0	3	4	5	4	5	6	M	9	6	1	0	0	0	6	6	0	9	7	6	7	8	1	9	3	9	4	4	4	1	0	9	2	52	0
217310	39	9	4	5	3	0	3	1	7	15	5	10	F	9	6	1	0	0	0	5	2	1	1	5	4	5	4	0	0	0	9	4	4	4	4	0	9	2	0	0
217382	8	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
217410	48	6	3	3	13	0	3	3	6	12	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
217417	83	9	4	5	5	0	3	7	7	15	5	1	F	9	6	1	0	0	0	6	6	0	1	5	6	7	8	1	9	0	9	3	3	2	5	0	9	2	0	0
217432	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
217444	14	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
217457	29	4	2	1	10	0	3	5	2	12	5	1	F	9	6	1	13550	0	0	6	6	0	9	6	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
217484	64	9	4	5	7	0	3	3	7	15	5	9	M	9	6	3	0	0	0	4	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
217543	7	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	1	2	2	5	0	9	0	0	0
217544	16	9	4	5	7	0	2	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	2	0	0
217568	24	4	5	3	1	600	3	5	3	6	3	1	M	0	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	3	9	2	2	2	5	0	9	2	3	0
217588	8	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
217610	13	9	4	5	11	0	3	5	7	15	3	1	M	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	4	2	2	2	5	0	9	0	0	0
217661	21	9	4	5	2	0	2	1	7	15	5	1	F	9	6	3	0	0	0	5	6	0	9	1	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
217669	37	1	2	4	13	0	3	6	2	5	3	1	M	9	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217670	37	1	5	1	10	0	3	3	2	10	5	1	M	9	6	2	0	0	1000	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217677	60	9	4	5	13	0	3	3	7	15	1	6	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	4	2	2	5	0	9	2	7	0
217707	36	7	2	6	15	0	3	5	4	10	5	1	F	9	2	1	0	0	0	6	6	0	9	1	6	7	8	1	9	6	9	2	1	2	5	0	9	2	40	0
217712	57	2	2	2	13	0	3	3	4	8	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217752	27	9	4	5	13	0	3	3	7	15	5	6	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
217812	37	4	2	1	9	2190	3	3	3	10	5	1	M	1	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
217824	4	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
217876	27	2	2	3	17	0	3	5	3	14	5	7	M	9	5	1	0	0	0	6	6	0	9	1	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
217916	6	9	4	5	11	0	3	5	7	15	5	10	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	4	2	2	5	0	9	0	0	0
218006	33	4	5	2	10	0	3	3	2	11	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	1	9	2	52	0
218011	49	4	1	1	16	0	3	3	1	3	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	0	9	2	20	0
218024	0	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
218042	35	4	5	3	1	785	3	3	2	6	5	1	M	0	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
218047	11	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
218076	8	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
218106	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
218122	12	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
218133	43	4	5	4	5	0	3	3	2	7	5	6	M	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	2	9	4	4	4	1	0	9	2	52	0
218162	5	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
218168	43	4	3	2	13	0	3	6	5	8	5	10	F	9	4	1	0	0	0	5	3	1	2	5	4	8	9	0	0	0	9	4	4	4	4	0	2	1	0	0
218173	11	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
218232	37	9	4	5	2	0	3	3	7	15	1	1	M	9	6	3	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	26	0
218274	28	4	5	1	10	0	3	5	2	3	5	1	F	0	6	2	0	0	3000	6	6	0	2	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
218301	59	6	3	2	9	0	3	3	7	8	5	2	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	1	1	1	2	0	9	2	52	0
218316	20	9	4	5	1	0	3	5	7	15	3	1	M	9	6	3	0	0	0	5	6	0	9	1	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
218362	46	4	1	2	13	0	3	3	3	8	5	1	M	9	6	1	0	0	50	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
218386	24	9	4	5	13	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	1	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
218392	30	4	2	1	17	0	3	3	3	10	5	7	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	3	9	2	4	2	5	2	9	2	52	0
218396	51	1	2	1	13	0	3	3	3	3	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
218418	31	4	2	1	10	0	3	5	2	12	5	1	F	9	6	5	0	0	0	6	6	0	2	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
218436	13	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
218505	9	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
218523	61	9	4	5	17	0	3	3	7	15	5	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	5	9	2	2	2	5	0	9	2	52	0
218526	57	6	3	2	17	0	3	3	5	4	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	2	9	2	52	0
218528	17	9	4	5	2	0	2	5	7	15	5	1	M	9	6	3	0	0	0	6	6	0	9	3	1	1	1	9	8	1	1	1	1	2	5	0	9	2	22	0
218564	16	3	4	5	7	0	2	5	7	15	3	1	F	9	3	8	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	2	0	0
218582	23	9	4	5	17	0	1	3	7	15	5	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	2	9	2	28	0
218598	67	9	4	5	6	0	3	5	7	15	5	1	F	9	6	3	1731	0	0	1	6	0	1	5	1	1	1	9	8	0	9	1	1	2	5	0	9	2	0	0
218634	49	9	4	5	13	0	3	3	7	15	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
218662	62	4	2	1	15	0	3	7	4	3	5	1	F	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	6	9	1	1	2	5	0	9	2	52	0
218694	4	9	4	5	11	0	3	5	7	15	4	6	F	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	1	4	4	2	5	0	9	0	0	0
218710	67	9	4	5	17	0	3	7	7	15	5	1	F	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
218722	33	4	5	2	13	0	3	3	3	8	5	1	M	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
218745	20	4	3	3	17	890	1	5	6	12	5	1	F	1	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
218750	35	6	2	3	1	0	3	3	3	14	3	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	2	1	52	0
218758	51	4	2	4	9	718	3	3	3	7	5	1	F	0	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	4	9	1	1	1	2	0	9	2	52	0
218764	74	9	4	5	7	0	3	3	7	15	5	1	M	9	6	1	0	0	2000	4	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
218768	29	4	3	3	17	0	3	5	6	1	5	1	F	9	6	6	3674	0	0	6	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
218770	59	4	3	3	2	0	3	1	6	1	5	1	F	9	6	1	0	0	0	6	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
218779	70	9	4	5	13	0	3	3	7	15	5	1	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	0	9	1	2	2	5	0	9	2	0	0
218780	25	4	2	2	17	0	3	3	3	8	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	2	1	52	0
218789	7	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
218803	39	1	5	1	8	0	3	1	2	3	2	1	F	9	6	2	0	0	0	1	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
218851	8	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
218884	39	9	4	5	13	0	3	5	7	15	5	1	M	9	6	3	0	0	0	5	6	0	9	1	1	1	1	9	8	0	9	1	2	2	5	0	9	2	0	0
218901	7	9	4	5	11	0	3	5	7	15	5	6	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	4	1	0	9	0	0	0
218926	6	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	5	1	9	3	4	8	9	0	1	0	1	2	2	2	5	0	9	0	0	0
218927	42	7	5	2	9	1923	3	3	2	10	5	1	F	1	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
218949	64	9	4	5	1	0	3	3	7	15	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
218954	34	4	1	2	13	0	3	3	1	8	5	1	M	9	6	1	0	1672	0	3	6	0	1	5	6	7	8	1	9	5	9	1	1	2	5	0	9	2	52	0
218968	74	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	100	2	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
218986	39	9	4	5	10	0	3	3	7	15	5	1	F	9	6	1	0	0	7000	3	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
219006	47	4	1	4	17	0	3	3	3	1	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
219037	10	9	4	5	11	0	3	5	7	15	2	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	3	2	2	5	0	9	0	0	0
219052	29	9	4	5	15	0	3	5	7	15	5	1	M	9	6	3	0	0	0	5	6	0	2	5	1	1	1	9	8	0	9	1	1	1	1	0	9	2	0	0
219071	71	4	5	6	14	0	3	3	2	4	5	6	M	9	5	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	4	4	4	2	0	9	2	0	0
219127	2	9	4	5	11	0	3	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
219136	26	4	3	2	15	0	3	5	5	10	5	1	F	9	5	7	0	0	0	5	6	0	9	1	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
219199	9	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
219210	60	9	4	5	5	0	3	3	7	15	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	3	3	3	2	0	9	2	0	0
219218	0	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
219229	52	6	3	2	13	0	3	3	5	4	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
219260	10	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	3	2	2	5	0	9	0	0	0
219311	30	4	5	4	2	0	3	1	2	7	5	1	F	9	6	6	0	0	0	1	6	0	9	6	1	1	1	9	8	5	9	2	1	2	5	0	9	2	16	0
219331	19	4	2	4	17	0	1	5	4	1	5	1	M	9	6	1	0	0	0	6	6	0	9	7	6	7	8	1	9	5	9	2	2	2	5	0	9	2	5	0
219344	30	4	3	6	13	0	3	5	5	5	5	1	M	9	6	1	0	0	0	6	5	1	2	5	4	8	9	0	0	1	9	2	2	1	3	2	9	2	50	0
219384	39	4	5	6	10	0	3	3	7	9	2	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	4	4	2	5	0	9	2	52	0
219387	32	4	3	2	13	0	3	5	5	14	5	1	M	9	2	1	0	0	0	6	6	0	9	1	6	7	8	1	9	2	9	2	2	2	5	0	9	2	10	0
219413	46	2	2	2	10	0	3	3	4	10	5	1	F	1	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	5	9	2	2	2	5	0	9	2	40	0
219454	37	2	2	6	12	0	3	1	3	10	5	1	F	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
219461	50	4	2	4	13	0	3	1	2	1	5	1	F	9	6	1	0	0	0	1	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
219490	2	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
